ID,Title,Content,"Short Description","Image URL","Product categories"
14671,"0290 Ice White","[html_block id=""20468""]","[html_block id=""20501""]",https://alfawood.gr/wp-content/uploads/2023/03/0290-ICE-White-jpg.jpg,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima Plus"
14673,"049 Oak Vital Milky Matt Lacquered","[html_block id=""16954""]","Ψάχνετε για αλλαγή; Το 049 Οak Vital Milky matt lacquered είναι κλασικό και όμορφο, με μπεζ χρωματικό τόνο που μπορεί να φαίνεται εξίσου πανέμορφο σε ένα παραδοσιακό ή μοντέρνο εσωτερικό με έντονα ή ουδέτερα χρώματα.

Διαστάσεις: 1800mm x 160mm x 13,5mm 1-strip",https://alfawood.gr/wp-content/uploads/2023/03/OAK-VITAL-MILKY-MATT-LACQUERED-SOFT-BRUSHED-2-SIDE-BEVELL.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14676,"0494 Lapis","[html_block id=""20468""]","[html_block id=""20501""]",https://alfawood.gr/wp-content/uploads/2023/03/0494-Lapis.jpg,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima Plus"
14679,"055 Oak Noble Matt Lacquered","[html_block id=""16954""]","Προσθέστε περισσότερη άνεση στον ιδιωτικό ή επαγγελματικό σας χώρο με την επιλογή του άνετου και ζεστού δαπέδου 055 Oak Noble Matt Lacquered. Το ματ καφέ φινίρισμα του δρύινου Noble προσδίδει σοφιστικέ αίσθηση σε κάθε δωμάτιο.

Διαστάσεις: 1800mm x 160mm x 13,5mm 1-strip",https://alfawood.gr/wp-content/uploads/2023/03/OAK-NOBLE-MATT-LACQUERED-SOFT-BRUSHED.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14682,"056 Oak Vital Matt Lacquered Soft Brush","[html_block id=""16954""]","Απλά όμορφο με μια κλασική γοητεία που δεν θα ξεπεράσει ποτέ το στυλ. Το 056 Oak Vital Matt Lacquered Soft Brush σε καφέ απόχρωση είναι η τέλεια επιλογή δαπέδων για διάφορους τύπους διακόσμησης.

Διαστάσεις: 1800mm x 160mm x 13,5mm 1-strip",https://alfawood.gr/wp-content/uploads/2023/03/OAK-VITAL-MATT-LACQUERED-SOFT-BRUSHED.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14685,"0694 Cement","[html_block id=""20468""]","[html_block id=""20501""]",https://alfawood.gr/wp-content/uploads/2023/03/0694-Cement.jpg,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima Plus"
14694,"300 Oak Nature Matt Lacquered 3-Strip","[html_block id=""16954""]","Το προγυαλισμένο δάπεδο 300 Oak Nature Matt Lacquered 3-Strip αναδεικνύει και προσθέτει φυσική γοητεία σε κάθε χώρο που θα χρησιμοποιηθεί είτε στην κουζίνα, στην τραπεζαρία ή ακόμα και στο υπνοδωμάτιο σας. Δίνει την εμφάνιση ενός γνήσιου ξύλινου δαπέδου σε καφέ απόχρωση.

Διαστάσεις: 2250mm x 190mm x 13,5mm 3-strip",https://alfawood.gr/wp-content/uploads/2023/03/OAK-FANTASY-MATT-LACQUERED-BRUSHED.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14697,"3095 Esse","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 3095 Esse σε λευκή απόχρωση, ματ shagreen επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/3095.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14700,"318 Oak Herringbone Nature Eco Oil Brush","[html_block id=""16954""]","Εάν θέλετε ο χώρος σας να αποπνέει τη γοητεία της πολυτέλειας δεν έχετε παρά να επιλέξετε ένα διαχρονικό προγυαλισμένο δάπεδο σε μοτίβο ψαροκόκαλο σε δρύινες ανοιχτές καφέ αποχρώσεις όπως το 318 Oak Herringbone Nature Eco Oil Brush.

Διαστάσεις: 1800mm x 148mm x 14,6mm 1-strip",https://alfawood.gr/wp-content/uploads/2023/03/318-Oak-Herringbone-Nature-Eco-Oil-Brush.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14703,"3190 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 3190 Touch σε μαύρη απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/3190.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14706,"3299 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 3299 Touch σε σκούρα γκρι απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/3299.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14709,"3305 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 3305 Touch σε ψυχρή γκρι απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/3305.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14712,"516 Viking Loc Oak Milky Matt Lacquered Brushed 3-Strip","[html_block id=""16954""]","Η επιλογή τοποθέτησης του  ξύλινου προγυαλισμένου δαπέδου 516 Viking Loc Oak Milky Matt Lacquered Brushed 3-Strip σε μπεζ - γκρι αποχρώσεις σε συνδυασμό με minimal ντεκόρ, θα διασφαλίσει μία καθαρή και ευχάριστη ατμόσφαιρα στο χώρο σας.

Διαστάσεις: 2250mm x 190mm x 13,5mm 3-strip",https://alfawood.gr/wp-content/uploads/2023/03/516-Viking-Loc-Oak-Milky-Matt-Lacquered-Brushed-3-Strip.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14715,"5657 Gloss","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5657 Gloss σε λευκή απόχρωση, γυαλιστερής επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5657.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14718,"5657 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5657 Touch σε λευκή απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5657-compact.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14720,"5658 Gloss","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5658 Gloss σε σκούρα καφέ απόχρωση, γυαλιστερής επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5658.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14723,"5717 Gloss","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5717 Gloss σε καφέ απόχρωση, γυαλιστερής επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5717.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14726,"5736 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5736 Touch σε γκρι - καφέ απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5736-compact.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14728,"5741 Gloss","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5741 Gloss σε μαύρη απόχρωση, γυαλιστερής επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5741.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14731,"5743 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5743 Touch σε σκούρα γκρι απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5743.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14734,"5746 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5746 Touch σε θερμή γκρι απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5746.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14737,"5767 Touch","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 5767 Touch σε ψυχρή γκρι απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/5767.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14743,"801 Oak Green Line Matt Lacquered 3-Strip","[html_block id=""16954""]","Το δρύινο πάτωμα 801 Oak Green Line Matt Lacquered 3-Strip είναι μία ανοιχτή καφέ απόχρωση που αναδεικνύει το χώρο σας και φαίνεται γεμάτος και ολοκληρωμένος, ενώ εσείς απολαμβάνεται τη χρωματική ιδιαιτερότητα του δαπέδου σας.

Διαστάσεις: 2250mm x 190mm x 12,5mm 3-strip",https://alfawood.gr/wp-content/uploads/2023/03/801-Oak-Green-Line-Matt-Lacquered-3-Strip.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Προγυαλισμένα"
14746,"9322 Elm Bright","[html_block id=""20468""]","[html_block id=""20501""]",https://alfawood.gr/wp-content/uploads/2023/03/9322intra-door-jpg.webp,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima Plus"
14749,"9323 Elm Dark","[html_block id=""20468""]","[html_block id=""20501""]",https://alfawood.gr/wp-content/uploads/2023/03/9323-optima-plus-doors-jpg.webp,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima Plus"
14752,"9686 Gloss","[html_block id=""19825""]","To συμπαγές πάνελ ALFA Compact 9686 Gloss σε μαύρη απόχρωση, γυαλιστερής επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/9686-2.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14755,"9686 Touch","<p style=""text-align: justify;"">[html_block id=""19825""]</p>","To συμπαγές πάνελ ALFA Compact 9686 Touch σε μαύρη απόχρωση, ματ επιφάνειας, είναι ιδανικό για χώρους αυξημένων απαιτήσεων και ιδιαίτερων συνθηκών. Κατάλληλο για χώρους με υψηλά ποσοστά υγρασίας, λόγω της ειδικής διαδικασίας παραγωγής τους.",https://alfawood.gr/wp-content/uploads/2023/03/9686-2.jpg,"Alfa Tops - Πάγκοι Κουζίνας>Alfa Compact"
14760,"3014 Aktina","[html_block id=""19504""]","Η επιφάνεια μελαμίνης 3014 Aktina Rada είναι μια φωτεινή υφή σε γκρι - καφέ απόχρωση που λάμπει όπως το βουρτσισμένο αλουμίνιο. Κομψή και ιδανική επιφάνεια σε απομίμηση μετάλλου.",https://alfawood.gr/wp-content/uploads/2023/03/Rada-3014.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Premium Collection>RADA"
14775,"4102 American Oak","[html_block id=""20247""]","Η επιφάνεια μελαμίνης 4102 American Oak - Woodpore αποτελεί μία κλασική επιλογή μπεζ χρώματος σε επιφάνεια πόρου για κατασκευή επίπλων. Η διακοσμητική υφή Woodpore είναι μία κομψή επιφάνεια με ελαφριά πορώδες υφή που εμφανίζει μία φυσικότητα και επιτρέπει πολλούς χρωματικούς συνδυασμούς.",https://alfawood.gr/wp-content/uploads/2023/03/Commercial-4102.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Commercial Collection"
14778,"3101 Aniegre","<div class=""sheet33"">[html_block id=""20247""]</div>","Η επιφάνεια μελαμίνης 3101 Aniegre - Woodpore σε κόκκινη - καφέ απόχρωση και επιφάνεια πόρου είναι ιδανική για κατασκευή επίπλων. Η διακοσμητική υφή Woodpore είναι μία κομψή επιφάνεια με ελαφριά πορώδες υφή που εμφανίζει μία φυσικότητα και επιτρέπει πολλούς χρωματικούς συνδυασμούς.",https://alfawood.gr/wp-content/uploads/2023/03/Commercial-3101.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Commercial Collection"
14781,"2021 Antique Bright Oak","[html_block id=""16449""]","Οι ανοιχτόχρωμες δρύινες σανίδες Antique Bright Oak 2021 προσφέρουν μία φωτεινή και φιλική ατμόσφαιρα καθώς και ηρεμία στο σύγχρονο χώρο σας. Το σύστημα uniclick “κουμπώνει” τα πάνελ δαπέδων laminate, καθιστώντας το έναν από τους ευκολότερους μηχανισμούς κλειδώματος για εγκαταστάσεις δαπέδων.",https://alfawood.gr/wp-content/uploads/2023/03/2021-Antique-Bright-Oak.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Laminate>Elegant line AC5 8mm"
14783,"2024 Antique Grey Oak","[html_block id=""16449""]","Η κλασική διακόσμηση σε συνδυασμό με την ιδιαίτερη απόχρωση του δαπέδου Antique Grey Oak 2024 προσφέρει στο χώρο σας μια ζεστή ατμόσφαιρα που σας προσκαλεί να χαλαρώσετε.",https://alfawood.gr/wp-content/uploads/2023/03/2024-Antique-Grey-Oak.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Laminate>Elegant line AC5 8mm"
14785,"2022 Antique Natural Oak","[html_block id=""16449""]","Ένα από τα μεγαλύτερα πλεονεκτήματα των φυσικών αποχρώσεων δαπέδου laminate είναι το all time classic αποτέλεσμα. Η φυσική δρύινη απόχρωση Antique Natural Oak 2022 με τους διακριτικούς αρμούς συμπληρώνει αρμονικά τη διακόσμηση του καθιστικού.",https://alfawood.gr/wp-content/uploads/2023/03/2022-Antique-Natural-Oak.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Laminate>Elegant line AC5 8mm"
14787,"2023 Antique Oak","[html_block id=""16449""]","Η διαχρονικότητα του καφέ χρώματος στη διακόσμηση είναι αδιαμφισβήτητη. Το δάπεδο Antique Oak 2023 έχει αυθεντική εμφάνιση και ταιριάζει τέλεια σε ένα μοντέρνο και φυσικό
στυλ εσωτερικού χώρου.",https://alfawood.gr/wp-content/uploads/2023/03/2023-Antique-Oak-jpg.webp|https://alfawood.gr/wp-content/uploads/2023/03/0203-Country-Oak-Pyrenees-1.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Laminate>Elegant line AC5 8mm"
14789,"8802 Old Wood","[html_block id=""20468""]","[html_block id=""20476""]",https://alfawood.gr/wp-content/uploads/2023/03/8802-lr.jpg,"Εσωτερικές Πόρτες - Alfa in Door>Premium Collection>Optima"
14792,"9305 Anziano Dark Brown","[html_block id=""16146""]","Η επιφάνεια 9305 Anziano Dark Brown Intra αναπαράγει με ακρίβεια την εμφάνιση και την αίσθηση του ξύλου σε σκούρα καφέ απόχρωση και προσδίδει στον χώρο αυθεντικότητα και φυσικότητα.",https://alfawood.gr/wp-content/uploads/2023/03/9305-1.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Premium Collection>INTRA"
14798,"9303 Anziano Natural","[html_block id=""16146""]","Η επιφάνεια 9303 Anziano Natural Intra αναπαράγει με ακρίβεια την εμφάνιση και την αίσθηση του ξύλου σε ανοιχτή καφέ απόχρωση και προσδίδει στον χώρο αυθεντικότητα και φυσικότητα.",https://alfawood.gr/wp-content/uploads/2023/03/9303-1.jpg|https://alfawood.gr/wp-content/uploads/2023/03/9520-PALL-CASTANIA-DARK.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Premium Collection>INTRA"
14801,"0312 Aquarella Beech","[html_block id=""16449""]","Ένας πίνακας ζωγραφικής στα πόδια σας! Η μοντέρνα οξιά Aquarella Beech 0312 ντύνει υπέροχα το χώρο σας. Οι αρμοί και τα αξεσουάρ συμπληρώνουν προσεγμένα τη διακόσμηση του καθιστικού σας.",https://alfawood.gr/wp-content/uploads/2023/03/0312-Aquarella-Beech.jpg,"Δάπεδα - Alfa Flooring>Δάπεδα Εσωτερικού χώρου>Laminate>Elegant line AC5 8mm"
14803,Arrow,"[html_block id=""21057""]","[html_block id=""21059""]",https://alfawood.gr/wp-content/uploads/2023/03/ARROW.jpg,"Επιφάνειες Καπλαμά - Alfa Xilo>Intarsio"
14812,"0724 Beech","[html_block id=""20247""]","Η επιφάνεια μελαμίνης 0724 Beech - Woodpore σε κόκκινη - καφέ απόχρωση και επιφάνεια πόρου είναι ιδανική για κατασκευή επίπλων. Η διακοσμητική υφή Woodpore είναι μία κομψή επιφάνεια με ελαφριά πορώδες υφή που εμφανίζει μία φυσικότητα και επιτρέπει πολλούς χρωματικούς συνδυασμούς.",https://alfawood.gr/wp-content/uploads/2023/03/Commercial-0724.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Commercial Collection"
14815,"0788 Beige","<div class=""sheet33"">[html_block id=""20021""]</div>","Η επιφάνεια μελαμίνης 0788 Beige Shagreen είναι μία ανοιχτόχρωμη μπεζ απόχρωση που φωτίζει την κατασκευή σας και συνδυάζεται άψογα με μονόχρωμες ματ ή και γυαλιστερές διακοσμητικές επιφάνειες. Ενδείκνυται και για εσωτερική κατασκευή  επίπλων.",https://alfawood.gr/wp-content/uploads/2023/03/Commercial-0788.jpg,"Alfa Surfaces>Επιφάνειες Μελαμίνης>Jean, Solid &amp; Textile Collection>Solid"
